ZIP,protected,not_protected
93906,0.752,0.248
34711,0.188,0.812
87120,0.5489999999999999,0.45100000000000007
94513,0.23800000000000002,0.762
21234,0.040999999999999995,0.959
10701,0.473,0.527
20878,0.11699999999999999,0.883
11717,0.735,0.265
95206,0.635,0.365
20147,0.107,0.893
11211,0.264,0.736
90026,0.496,0.504
10023,0.084,0.916
75068,0.218,0.782
11210,0.071,0.929
10027,0.258,0.742
29681,0.067,0.933
33463,0.34700000000000003,0.653
91977,0.45899999999999996,0.541
89115,0.537,0.46299999999999997
84096,0.081,0.919
92801,0.591,0.40900000000000003
23322,0.057999999999999996,0.942
30022,0.09,0.91
95758,0.221,0.779
2148,0.085,0.915
60402,0.616,0.384
29072,0.046,0.954
75243,0.22,0.78
90022,0.966,0.03400000000000003
94806,0.508,0.492
956,0.992,0.008000000000000007
11432,0.215,0.785
75043,0.342,0.6579999999999999
30188,0.102,0.898
75150,0.47600000000000003,0.524
94015,0.16899999999999998,0.831
8753,0.09,0.91
38401,0.08,0.92
60651,0.395,0.605
92677,0.155,0.845
44256,0.027999999999999997,0.972
75040,0.48200000000000004,0.518
91343,0.612,0.388
84404,0.23600000000000002,0.764
60628,0.043,0.957
77386,0.222,0.778
43081,0.028999999999999998,0.971
92703,0.775,0.22499999999999998
33178,0.8190000000000001,0.18099999999999994
75098,0.2,0.8
7093,0.743,0.257
75056,0.18600000000000003,0.814
92404,0.6729999999999999,0.32700000000000007
612,0.992,0.008000000000000007
20019,0.038,0.962
32808,0.16,0.84
92562,0.337,0.663
93905,0.934,0.06599999999999995
10312,0.12300000000000001,0.877
10024,0.11599999999999999,0.884
78640,0.585,0.41500000000000004
19143,0.045,0.955
40475,0.026000000000000002,0.974
75071,0.156,0.844
85308,0.14300000000000002,0.857
95608,0.159,0.841
33313,0.113,0.887
32244,0.139,0.861
78574,0.971,0.029000000000000026
94501,0.134,0.866
77072,0.49,0.51
28215,0.191,0.8089999999999999
60619,0.016,0.984
42101,0.07400000000000001,0.9259999999999999
30062,0.065,0.935
21740,0.081,0.919
30331,0.013999999999999999,0.986
92201,0.7290000000000001,0.2709999999999999
74012,0.1,0.9
77521,0.466,0.534
77373,0.408,0.5920000000000001
43026,0.048,0.952
77077,0.212,0.788
95127,0.565,0.43500000000000005
48180,0.06,0.94
33027,0.45399999999999996,0.546
80016,0.1,0.9
2155,0.083,0.917
77375,0.308,0.692
90640,0.797,0.20299999999999996
27406,0.091,0.909
93309,0.486,0.514
60073,0.415,0.585
30058,0.025,0.975
37122,0.047,0.953
32818,0.146,0.854
7047,0.6829999999999999,0.31700000000000006
32765,0.209,0.791
90731,0.5770000000000001,0.42299999999999993
27519,0.065,0.935
92627,0.415,0.585
90660,0.899,0.10099999999999998
85041,0.6559999999999999,0.3440000000000001
32259,0.067,0.933
30101,0.1,0.9
78745,0.389,0.611
20874,0.263,0.737
11216,0.128,0.872
43055,0.018000000000000002,0.982
95014,0.031,0.969
60016,0.163,0.837
78251,0.669,0.33099999999999996
44035,0.086,0.914
976,0.993,0.007000000000000006
60609,0.54,0.45999999999999996
10031,0.507,0.493
95828,0.27399999999999997,0.726
77396,0.483,0.517
30906,0.043,0.957
60505,0.7829999999999999,0.21700000000000008
91762,0.7040000000000001,0.29599999999999993
91702,0.6679999999999999,0.3320000000000001
43130,0.018000000000000002,0.982
30083,0.027000000000000003,0.973
73160,0.113,0.887
10950,0.12300000000000001,0.877
92115,0.298,0.702
93291,0.563,0.43700000000000006
89148,0.185,0.815
93313,0.5760000000000001,0.42399999999999993
21122,0.051,0.949
22407,0.125,0.875
31907,0.051,0.949
90019,0.439,0.5609999999999999
92392,0.5329999999999999,0.4670000000000001
37064,0.06,0.94
22030,0.11800000000000001,0.882
78501,0.888,0.11199999999999999
32825,0.46299999999999997,0.537
11435,0.311,0.6890000000000001
89123,0.209,0.791
2360,0.026000000000000002,0.974
6010,0.174,0.8260000000000001
78504,0.8270000000000001,0.17299999999999993
10033,0.6659999999999999,0.3340000000000001
2151,0.36700000000000005,0.633
95111,0.519,0.481
11550,0.444,0.556
19446,0.031,0.969
37027,0.036000000000000004,0.964
19720,0.17,0.83
78520,0.934,0.06599999999999995
92647,0.287,0.7130000000000001
33065,0.335,0.665
33064,0.23800000000000002,0.762
95051,0.131,0.869
10032,0.645,0.355
92707,0.84,0.16000000000000003
8854,0.15,0.85
2169,0.054000000000000006,0.946
83301,0.151,0.849
37167,0.111,0.889
80634,0.285,0.7150000000000001
92620,0.09300000000000001,0.907
91761,0.688,0.31200000000000006
92223,0.435,0.565
34744,0.6409999999999999,0.3590000000000001
29485,0.051,0.949
10473,0.631,0.369
44060,0.025,0.975
75126,0.2,0.8
7111,0.096,0.904
92020,0.266,0.734
23320,0.08900000000000001,0.911
23456,0.07200000000000001,0.9279999999999999
78664,0.324,0.6759999999999999
94122,0.09699999999999999,0.903
92346,0.535,0.46499999999999997
85033,0.825,0.17500000000000004
78250,0.6709999999999999,0.32900000000000007
98208,0.124,0.876
28173,0.064,0.9359999999999999
10009,0.245,0.755
10460,0.6659999999999999,0.3340000000000001
78665,0.256,0.744
19149,0.27399999999999997,0.726
20148,0.077,0.923
92071,0.201,0.7989999999999999
93458,0.8740000000000001,0.1259999999999999
29445,0.107,0.893
94087,0.08199999999999999,0.918
92507,0.525,0.475
78253,0.501,0.499
91732,0.648,0.352
85008,0.5589999999999999,0.44100000000000006
96818,0.125,0.875
91770,0.3,0.7
95670,0.19699999999999998,0.803
92570,0.7809999999999999,0.21900000000000008
90042,0.5870000000000001,0.4129999999999999
22192,0.172,0.8280000000000001
85345,0.364,0.636
21222,0.11800000000000001,0.882
90004,0.47,0.53
95355,0.313,0.687
19134,0.508,0.492
22554,0.151,0.849
11225,0.10300000000000001,0.897
79924,0.72,0.28
53215,0.682,0.31799999999999995
7030,0.154,0.846
30253,0.076,0.924
21117,0.066,0.9339999999999999
76137,0.235,0.765
37129,0.039,0.961
75149,0.46799999999999997,0.532
55106,0.105,0.895
30263,0.09300000000000001,0.907
55044,0.051,0.949
33511,0.294,0.706
37130,0.111,0.889
77089,0.46399999999999997,0.536
78249,0.509,0.491
77406,0.265,0.735
27703,0.185,0.815
60638,0.5529999999999999,0.44700000000000006
43230,0.036000000000000004,0.964
22003,0.257,0.743
30144,0.13699999999999998,0.863
70726,0.064,0.9359999999999999
48044,0.03,0.97
92530,0.593,0.40700000000000003
65203,0.027000000000000003,0.973
30066,0.098,0.902
30318,0.057999999999999996,0.942
78753,0.521,0.479
92571,0.7759999999999999,0.2240000000000001
78526,0.934,0.06599999999999995
80504,0.214,0.786
11238,0.113,0.887
28227,0.159,0.841
33414,0.304,0.696
37040,0.08800000000000001,0.912
95112,0.42700000000000005,0.573
77070,0.299,0.7010000000000001
92057,0.396,0.604
43068,0.073,0.927
75227,0.619,0.381
94591,0.22399999999999998,0.776
91950,0.665,0.33499999999999996
90745,0.424,0.5760000000000001
72764,0.425,0.575
77015,0.737,0.263
90001,0.9059999999999999,0.09400000000000008
28314,0.157,0.843
59901,0.035,0.965
92504,0.539,0.46099999999999997
10128,0.13,0.87
60453,0.218,0.782
93030,0.775,0.22499999999999998
89052,0.141,0.859
23454,0.07,0.9299999999999999
92324,0.711,0.28900000000000003
30016,0.048,0.952
85706,0.845,0.15500000000000003
44077,0.107,0.893
33142,0.6579999999999999,0.3420000000000001
93312,0.309,0.6910000000000001
37066,0.067,0.933
99208,0.054000000000000006,0.946
87111,0.276,0.724
8861,0.7659999999999999,0.2340000000000001
85338,0.365,0.635
78681,0.213,0.787
76010,0.624,0.376
29732,0.065,0.935
46227,0.08199999999999999,0.918
8527,0.12300000000000001,0.877
46143,0.055999999999999994,0.944
8901,0.452,0.548
7728,0.188,0.812
32068,0.095,0.905
77469,0.31,0.69
92130,0.081,0.919
33177,0.762,0.238
80022,0.5479999999999999,0.45200000000000007
92708,0.16699999999999998,0.833
90006,0.726,0.274
27410,0.055,0.945
55901,0.044000000000000004,0.956
35242,0.033,0.967
32771,0.201,0.7989999999999999
90744,0.888,0.11199999999999999
48228,0.068,0.9319999999999999
31088,0.051,0.949
75061,0.706,0.29400000000000004
31419,0.11900000000000001,0.881
45601,0.018000000000000002,0.982
60056,0.159,0.841
7083,0.16899999999999998,0.831
92027,0.564,0.43600000000000005
87124,0.433,0.567
19020,0.114,0.886
23452,0.09699999999999999,0.903
78240,0.502,0.498
78228,0.884,0.11599999999999999
10016,0.12,0.88
78852,0.951,0.049000000000000044
97045,0.057999999999999996,0.942
43015,0.034,0.966
45040,0.031,0.969
63021,0.036000000000000004,0.964
97301,0.368,0.632
30114,0.171,0.829
15601,0.012,0.988
73013,0.035,0.965
83709,0.07400000000000001,0.9259999999999999
80229,0.56,0.43999999999999995
89147,0.23399999999999999,0.766
43228,0.107,0.893
29730,0.04,0.96
90813,0.6659999999999999,0.3340000000000001
17601,0.10800000000000001,0.892
27284,0.1,0.9
27858,0.051,0.949
91764,0.713,0.28700000000000003
27616,0.19399999999999998,0.806
32246,0.187,0.813
93063,0.255,0.745
20744,0.153,0.847
33458,0.19,0.81
93436,0.547,0.45299999999999996
693,0.978,0.02200000000000002
70072,0.102,0.898
94109,0.109,0.891
2124,0.185,0.815
21061,0.077,0.923
92646,0.154,0.846
48103,0.043,0.957
20904,0.152,0.848
95023,0.6459999999999999,0.3540000000000001
75115,0.179,0.821
27834,0.075,0.925
29483,0.054000000000000006,0.946
10306,0.16,0.84
65807,0.048,0.952
7105,0.489,0.511
28655,0.083,0.917
91405,0.614,0.386
19702,0.124,0.876
85705,0.48100000000000004,0.5189999999999999
30518,0.237,0.763
98391,0.08900000000000001,0.911
27713,0.09,0.91
60630,0.255,0.745
12550,0.401,0.599
30075,0.084,0.916
6516,0.253,0.747
93215,0.764,0.236
43229,0.115,0.885
43701,0.018000000000000002,0.982
91786,0.512,0.488
32225,0.10800000000000001,0.892
30519,0.166,0.834
39503,0.038,0.962
95376,0.489,0.511
33196,0.818,0.18200000000000005
7470,0.115,0.885
28025,0.126,0.874
96789,0.10400000000000001,0.896
55124,0.07,0.9299999999999999
92117,0.243,0.757
33125,0.9159999999999999,0.08400000000000007
38017,0.039,0.961
38654,0.045,0.955
8873,0.16,0.84
75216,0.439,0.5609999999999999
95350,0.36200000000000004,0.6379999999999999
43302,0.03,0.97
80631,0.524,0.476
33018,0.9540000000000001,0.04599999999999993
7306,0.27,0.73
92399,0.366,0.634
80525,0.106,0.894
84041,0.151,0.849
987,0.988,0.01200000000000001
93117,0.315,0.685
90066,0.272,0.728
33063,0.26,0.74
27526,0.1,0.9
93308,0.258,0.742
6511,0.17300000000000001,0.827
91745,0.45,0.55
92780,0.514,0.486
92584,0.375,0.625
14221,0.026000000000000002,0.974
19140,0.418,0.5820000000000001
20020,0.027000000000000003,0.973
93551,0.41700000000000004,0.583
33467,0.20199999999999999,0.798
89129,0.22399999999999998,0.776
7104,0.664,0.33599999999999997
85122,0.446,0.554
45140,0.033,0.967
89117,0.163,0.837
60622,0.20600000000000002,0.794
93277,0.48,0.52
19320,0.107,0.893
23223,0.027999999999999997,0.972
45840,0.067,0.933
77088,0.517,0.483
32703,0.298,0.702
33032,0.645,0.355
96744,0.109,0.891
85035,0.777,0.22299999999999998
45069,0.036000000000000004,0.964
78550,0.833,0.16700000000000004
91344,0.316,0.6839999999999999
23112,0.055,0.945
75007,0.287,0.7130000000000001
10003,0.08,0.92
75072,0.10800000000000001,0.892
75070,0.131,0.869
78223,0.7759999999999999,0.2240000000000001
77546,0.18899999999999997,0.811
91406,0.5770000000000001,0.42299999999999993
90002,0.8109999999999999,0.18900000000000006
92618,0.099,0.901
41042,0.055999999999999994,0.944
45044,0.057,0.943
97124,0.195,0.8049999999999999
91304,0.405,0.595
61761,0.063,0.937
33161,0.29600000000000004,0.704
92557,0.539,0.46099999999999997
14580,0.035,0.965
76133,0.371,0.629
96817,0.057999999999999996,0.942
87105,0.797,0.20299999999999996
33578,0.27,0.73
11758,0.08800000000000001,0.912
95122,0.578,0.42200000000000004
17331,0.07200000000000001,0.9279999999999999
27603,0.147,0.853
95648,0.18,0.8200000000000001
1960,0.115,0.885
92056,0.319,0.681
91801,0.32799999999999996,0.672
83686,0.193,0.8069999999999999
90723,0.8290000000000001,0.17099999999999993
84074,0.135,0.865
6810,0.361,0.639
8831,0.085,0.915
33312,0.326,0.6739999999999999
89030,0.6940000000000001,0.30599999999999994
94539,0.045,0.955
77044,0.45299999999999996,0.547
92129,0.113,0.887
12180,0.076,0.924
98115,0.046,0.954
91913,0.503,0.497
92840,0.433,0.567
48126,0.015,0.985
37421,0.076,0.924
28110,0.19399999999999998,0.806
93003,0.325,0.675
78748,0.364,0.636
77388,0.272,0.728
95125,0.266,0.734
20902,0.395,0.605
45013,0.017,0.983
22204,0.265,0.735
23666,0.073,0.927
85201,0.39,0.61
11354,0.14,0.86
90034,0.26,0.74
60613,0.115,0.885
30080,0.141,0.859
92078,0.313,0.687
60411,0.259,0.741
80020,0.161,0.839
33165,0.9129999999999999,0.08700000000000008
92833,0.39,0.61
1841,0.865,0.135
30721,0.46,0.54
92656,0.201,0.7989999999999999
20772,0.051,0.949
76549,0.256,0.744
92870,0.386,0.614
60616,0.075,0.925
60148,0.10099999999999999,0.899
32824,0.635,0.365
34741,0.711,0.28900000000000003
90063,0.953,0.04700000000000004
94601,0.5,0.5
77498,0.25,0.75
33176,0.622,0.378
75025,0.095,0.905
19067,0.061,0.9390000000000001
98034,0.085,0.915
727,0.985,0.015000000000000013
96792,0.172,0.8280000000000001
77082,0.27699999999999997,0.7230000000000001
92505,0.602,0.398
48439,0.028999999999999998,0.971
95616,0.136,0.864
10461,0.502,0.498
32839,0.37799999999999995,0.6220000000000001
98270,0.13,0.87
27407,0.12,0.88
97402,0.155,0.845
97206,0.095,0.905
91605,0.613,0.387
36117,0.025,0.975
96734,0.11699999999999999,0.883
21215,0.027999999999999997,0.972
33068,0.225,0.775
1844,0.29100000000000004,0.709
19382,0.049,0.951
84003,0.068,0.9319999999999999
95124,0.16399999999999998,0.8360000000000001
36695,0.027999999999999997,0.972
28601,0.099,0.901
75080,0.24100000000000002,0.759
85710,0.27,0.73
92544,0.488,0.512
84120,0.381,0.619
60004,0.099,0.901
7003,0.29,0.71
95037,0.348,0.652
23185,0.079,0.921
27529,0.107,0.893
48187,0.04,0.96
42701,0.038,0.962
80011,0.478,0.522
95116,0.5920000000000001,0.4079999999999999
98103,0.067,0.933
29588,0.08900000000000001,0.911
95207,0.41100000000000003,0.589
19104,0.061,0.9390000000000001
95757,0.177,0.823
85282,0.247,0.753
85037,0.659,0.34099999999999997
30093,0.537,0.46299999999999997
98387,0.125,0.875
18102,0.693,0.30700000000000005
63366,0.043,0.957
30809,0.077,0.923
89103,0.36,0.64
92026,0.40700000000000003,0.593
32792,0.258,0.742
21207,0.045,0.955
33415,0.561,0.43899999999999995
2780,0.085,0.915
29464,0.024,0.976
10011,0.13699999999999998,0.863
38305,0.049,0.951
75287,0.244,0.756
75062,0.495,0.505
99336,0.364,0.636
92234,0.589,0.41100000000000003
11420,0.22899999999999998,0.771
75074,0.386,0.614
85295,0.184,0.8160000000000001
98023,0.139,0.861
80012,0.341,0.659
27707,0.158,0.842
87507,0.718,0.28200000000000003
89122,0.4,0.6
85009,0.836,0.16400000000000003
96819,0.084,0.916
20850,0.115,0.885
33175,0.92,0.07999999999999996
93638,0.8079999999999999,0.19200000000000006
78155,0.475,0.525
27405,0.13699999999999998,0.863
21206,0.036000000000000004,0.964
84119,0.433,0.567
89074,0.192,0.808
37043,0.055,0.945
30236,0.134,0.866
34221,0.19899999999999998,0.801
96816,0.049,0.951
8081,0.09699999999999999,0.903
33810,0.18,0.8200000000000001
90047,0.39399999999999996,0.6060000000000001
48823,0.048,0.952
90220,0.6559999999999999,0.3440000000000001
28216,0.10099999999999999,0.899
92113,0.794,0.20599999999999996
7302,0.162,0.838
44130,0.069,0.931
27265,0.068,0.9319999999999999
28205,0.198,0.802
55303,0.033,0.967
54601,0.02,0.98
90018,0.569,0.43100000000000005
40601,0.038,0.962
77081,0.69,0.31000000000000005
98258,0.102,0.898
32162,0.01,0.99
32174,0.054000000000000006,0.946
32608,0.132,0.868
60440,0.306,0.694
10459,0.674,0.32599999999999996
20009,0.153,0.847
63301,0.046,0.954
29651,0.09699999999999999,0.903
28540,0.113,0.887
19335,0.043,0.957
78537,0.955,0.04500000000000004
83642,0.078,0.922
78207,0.895,0.10499999999999998
89131,0.177,0.823
76119,0.47200000000000003,0.528
60120,0.602,0.398
19148,0.17600000000000002,0.824
1902,0.47600000000000003,0.524
63129,0.024,0.976
37087,0.05,0.95
98632,0.105,0.895
10940,0.306,0.694
29223,0.078,0.922
44107,0.045,0.955
92127,0.077,0.923
89119,0.389,0.611
98092,0.145,0.855
92024,0.153,0.847
92025,0.55,0.44999999999999996
67401,0.11800000000000001,0.882
45424,0.022000000000000002,0.978
21228,0.055,0.945
97702,0.094,0.906
92886,0.191,0.8089999999999999
77581,0.308,0.692
78758,0.485,0.515
33319,0.165,0.835
79907,0.9590000000000001,0.040999999999999925
11205,0.16,0.84
92028,0.418,0.5820000000000001
90221,0.768,0.23199999999999998
90024,0.13699999999999998,0.863
32303,0.069,0.931
84081,0.212,0.788
11237,0.5870000000000001,0.4129999999999999
78247,0.445,0.5549999999999999
91767,0.68,0.31999999999999995
90630,0.196,0.804
76542,0.264,0.736
70065,0.23,0.77
34746,0.509,0.491
33321,0.38,0.62
19380,0.045,0.955
84790,0.09699999999999999,0.903
98003,0.207,0.793
20774,0.036000000000000004,0.964
7304,0.349,0.651
14094,0.033,0.967
92626,0.28600000000000003,0.714
32725,0.38,0.62
85234,0.185,0.815
85022,0.19899999999999998,0.801
46032,0.037000000000000005,0.963
23434,0.040999999999999995,0.959
60626,0.193,0.8069999999999999
17602,0.27699999999999997,0.7230000000000001
85339,0.435,0.565
56001,0.042,0.958
77040,0.498,0.502
92128,0.115,0.885
98133,0.09300000000000001,0.907
94550,0.163,0.837
10451,0.561,0.43899999999999995
32835,0.237,0.763
77099,0.44,0.56
11419,0.195,0.8049999999999999
20176,0.136,0.864
76051,0.198,0.802
77840,0.213,0.787
98225,0.077,0.923
19711,0.099,0.901
97223,0.114,0.886
6606,0.32799999999999996,0.672
58103,0.038,0.962
32164,0.122,0.878
20171,0.079,0.921
20110,0.377,0.623
90703,0.14800000000000002,0.852
84020,0.071,0.929
40324,0.053,0.947
22304,0.158,0.842
63031,0.025,0.975
96707,0.125,0.875
63123,0.033,0.967
96720,0.127,0.873
92243,0.866,0.134
80538,0.135,0.865
29720,0.055999999999999994,0.944
78704,0.257,0.743
27107,0.21100000000000002,0.7889999999999999
23455,0.075,0.925
98661,0.19699999999999998,0.803
15301,0.026000000000000002,0.974
60506,0.435,0.565
60643,0.036000000000000004,0.964
33021,0.371,0.629
92084,0.478,0.522
30157,0.084,0.916
79424,0.18899999999999997,0.811
30115,0.08,0.92
85207,0.182,0.8180000000000001
85365,0.452,0.548
20854,0.09,0.91
32837,0.516,0.484
20783,0.659,0.34099999999999997
93304,0.71,0.29000000000000004
95240,0.465,0.5349999999999999
77511,0.406,0.594
75104,0.247,0.753
60637,0.027999999999999997,0.972
75060,0.6809999999999999,0.31900000000000006
98105,0.062,0.938
32712,0.285,0.7150000000000001
97504,0.14400000000000002,0.856
33612,0.386,0.614
92111,0.321,0.679
29229,0.08199999999999999,0.918
33324,0.303,0.6970000000000001
57106,0.067,0.933
